store_id,region,test_group,category_id,category_name,week_start_date,period,revenue,units_sold
T1007,South,Control,CAT08,Softlines,2026-04-06,Post,13090.59,530
T1007,South,Control,CAT08,Softlines,2026-04-13,Post,12568.44,521
T1007,South,Control,CAT08,Softlines,2026-04-20,Post,13848.06,515
T1007,South,Control,CAT08,Softlines,2026-04-27,Post,12076.3,287
T1007,South,Control,CAT08,Softlines,2026-05-04,Post,15071.47,410
T1007,South,Control,CAT08,Softlines,2026-05-11,Post,14885.26,667
T1007,South,Control,CAT08,Softlines,2026-05-18,Post,14140.0,321
T1007,South,Control,CAT08,Softlines,2026-05-25,Post,14641.0,574
T1007,South,Control,CAT08,Softlines,2026-06-01,Post,14623.38,360
T1007,South,Control,CAT08,Softlines,2026-06-08,Post,14012.65,422
T1007,South,Control,CAT08,Softlines,2026-06-15,Post,13742.21,380
T1007,South,Control,CAT08,Softlines,2026-06-22,Post,13682.88,591
T1007,South,Control,CAT08,Softlines,2026-06-29,Post,15566.44,353
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-01-05,Pre,52641.15,1552
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-01-12,Pre,46614.01,1159
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-01-19,Pre,44944.26,1131
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-01-26,Pre,50327.82,1976
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-02-02,Pre,52912.03,1321
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-02-09,Pre,48652.18,2508
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-02-16,Pre,52253.12,1903
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-02-23,Pre,51425.34,2084
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-03-02,Pre,58378.48,2242
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-03-09,Pre,48078.94,1824
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-03-16,Pre,55787.68,2099
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-03-23,Pre,55758.41,2502
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-03-30,Pre,52787.81,2700
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-04-06,Post,46183.47,1086
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-04-13,Post,54158.03,1490
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-04-20,Post,48639.78,1658
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-04-27,Post,61613.79,2869
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-05-04,Post,53835.88,1604
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-05-11,Post,61992.68,1797
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-05-18,Post,55249.16,2020
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-05-25,Post,52583.2,1260
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-06-01,Post,60055.12,1796
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-06-08,Post,56809.72,2922
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-06-15,Post,64930.97,2870
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-06-22,Post,53268.49,1710
T1008,Northeast,Control,CAT01,Grocery & Essentials,2026-06-29,Post,61131.65,2974
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-01-05,Pre,25369.3,580
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-01-12,Pre,24007.46,848
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-01-19,Pre,23104.82,675
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-01-26,Pre,24213.99,741
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-02-02,Pre,21984.25,746
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-02-09,Pre,20945.2,1086
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-02-16,Pre,21497.1,725
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-02-23,Pre,22512.0,915
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-03-02,Pre,23742.17,650
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-03-09,Pre,21374.69,965
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-03-16,Pre,22145.59,613
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-03-23,Pre,21656.71,572
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-03-30,Pre,24413.19,634
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-04-06,Post,26056.27,679
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-04-13,Post,21426.89,529
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-04-20,Post,24014.51,605
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-04-27,Post,25009.77,811
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-05-04,Post,22966.13,719
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-05-11,Post,21157.8,713
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-05-18,Post,25530.07,644
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-05-25,Post,21224.96,858
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-06-01,Post,26260.55,683
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-06-08,Post,22536.67,530
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-06-15,Post,21243.12,631
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-06-22,Post,23125.79,521
T1008,Northeast,Control,CAT02,Apparel & Accessories,2026-06-29,Post,23953.15,637
T1008,Northeast,Control,CAT03,Home,2026-01-05,Pre,26995.23,902
T1008,Northeast,Control,CAT03,Home,2026-01-12,Pre,27965.0,1210
T1008,Northeast,Control,CAT03,Home,2026-01-19,Pre,27381.92,861
T1008,Northeast,Control,CAT03,Home,2026-01-26,Pre,30435.26,814
T1008,Northeast,Control,CAT03,Home,2026-02-02,Pre,26951.15,646
T1008,Northeast,Control,CAT03,Home,2026-02-09,Pre,27811.1,1188
T1008,Northeast,Control,CAT03,Home,2026-02-16,Pre,27753.47,872
T1008,Northeast,Control,CAT03,Home,2026-02-23,Pre,24242.43,633
T1008,Northeast,Control,CAT03,Home,2026-03-02,Pre,25258.96,925
T1008,Northeast,Control,CAT03,Home,2026-03-09,Pre,27736.63,1087
T1008,Northeast,Control,CAT03,Home,2026-03-16,Pre,28596.3,1273
T1008,Northeast,Control,CAT03,Home,2026-03-23,Pre,23940.22,892
T1008,Northeast,Control,CAT03,Home,2026-03-30,Pre,31630.94,1279
T1008,Northeast,Control,CAT03,Home,2026-04-06,Post,29090.58,739
T1008,Northeast,Control,CAT03,Home,2026-04-13,Post,28159.96,1039
T1008,Northeast,Control,CAT03,Home,2026-04-20,Post,29214.79,834
T1008,Northeast,Control,CAT03,Home,2026-04-27,Post,27330.5,621
T1008,Northeast,Control,CAT03,Home,2026-05-04,Post,28852.88,719
T1008,Northeast,Control,CAT03,Home,2026-05-11,Post,29278.75,936
T1008,Northeast,Control,CAT03,Home,2026-05-18,Post,31230.97,1552
T1008,Northeast,Control,CAT03,Home,2026-05-25,Post,28468.6,647
T1008,Northeast,Control,CAT03,Home,2026-06-01,Post,26085.54,642
T1008,Northeast,Control,CAT03,Home,2026-06-08,Post,27257.33,1130
T1008,Northeast,Control,CAT03,Home,2026-06-15,Post,28622.66,664
T1008,Northeast,Control,CAT03,Home,2026-06-22,Post,26568.65,1238
T1008,Northeast,Control,CAT03,Home,2026-06-29,Post,27350.15,742
T1008,Northeast,Control,CAT04,Electronics,2026-01-05,Pre,17092.22,638
T1008,Northeast,Control,CAT04,Electronics,2026-01-12,Pre,17858.31,806
T1008,Northeast,Control,CAT04,Electronics,2026-01-19,Pre,18987.18,532
T1008,Northeast,Control,CAT04,Electronics,2026-01-26,Pre,17941.52,459
T1008,Northeast,Control,CAT04,Electronics,2026-02-02,Pre,19229.49,757
T1008,Northeast,Control,CAT04,Electronics,2026-02-09,Pre,18546.63,786
T1008,Northeast,Control,CAT04,Electronics,2026-02-16,Pre,17399.41,762
T1008,Northeast,Control,CAT04,Electronics,2026-02-23,Pre,19166.13,861
T1008,Northeast,Control,CAT04,Electronics,2026-03-02,Pre,19026.38,543
T1008,Northeast,Control,CAT04,Electronics,2026-03-09,Pre,19645.02,496
T1008,Northeast,Control,CAT04,Electronics,2026-03-16,Pre,20003.63,921
T1008,Northeast,Control,CAT04,Electronics,2026-03-23,Pre,20709.22,1053
T1008,Northeast,Control,CAT04,Electronics,2026-03-30,Pre,19787.63,693
T1008,Northeast,Control,CAT04,Electronics,2026-04-06,Post,19350.05,757
T1008,Northeast,Control,CAT04,Electronics,2026-04-13,Post,20030.87,492
T1008,Northeast,Control,CAT04,Electronics,2026-04-20,Post,18662.98,534
T1008,Northeast,Control,CAT04,Electronics,2026-04-27,Post,18637.24,989
T1008,Northeast,Control,CAT04,Electronics,2026-05-04,Post,21398.14,654
T1008,Northeast,Control,CAT04,Electronics,2026-05-11,Post,18739.55,697
T1008,Northeast,Control,CAT04,Electronics,2026-05-18,Post,18423.34,528
T1008,Northeast,Control,CAT04,Electronics,2026-05-25,Post,20391.05,586
T1008,Northeast,Control,CAT04,Electronics,2026-06-01,Post,19096.67,622
T1008,Northeast,Control,CAT04,Electronics,2026-06-08,Post,20911.42,699
T1008,Northeast,Control,CAT04,Electronics,2026-06-15,Post,21540.24,1129
T1008,Northeast,Control,CAT04,Electronics,2026-06-22,Post,18940.29,738
T1008,Northeast,Control,CAT04,Electronics,2026-06-29,Post,20944.05,592
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-01-05,Pre,13961.81,405
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-01-12,Pre,14375.4,380
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-01-19,Pre,14985.7,614
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-01-26,Pre,14183.25,481
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-02-02,Pre,15007.95,537
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-02-09,Pre,14686.88,428
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-02-16,Pre,15770.68,397
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-02-23,Pre,15835.24,427
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-03-02,Pre,14468.42,471
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-03-09,Pre,15426.45,425
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-03-16,Pre,16191.66,371
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-03-23,Pre,14143.04,425
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-03-30,Pre,15083.55,434
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-04-06,Post,15616.49,557
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-04-13,Post,14264.09,678
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-04-20,Post,17291.26,384
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-04-27,Post,15035.64,832
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-05-04,Post,17374.56,937
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-05-11,Post,14988.6,401
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-05-18,Post,15155.76,406
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-05-25,Post,14006.63,316
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-06-01,Post,16360.39,366
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-06-08,Post,14574.96,338
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-06-15,Post,15740.34,720
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-06-22,Post,15022.46,470
T1008,Northeast,Control,CAT05,Beauty & Personal Care,2026-06-29,Post,16246.61,378
T1008,Northeast,Control,CAT06,Toys,2026-01-05,Pre,8855.03,335
T1008,Northeast,Control,CAT06,Toys,2026-01-12,Pre,11013.27,509
T1008,Northeast,Control,CAT06,Toys,2026-01-19,Pre,11244.13,514
T1008,Northeast,Control,CAT06,Toys,2026-01-26,Pre,10744.46,290
T1008,Northeast,Control,CAT06,Toys,2026-02-02,Pre,10832.73,385
T1008,Northeast,Control,CAT06,Toys,2026-02-09,Pre,10737.23,268
T1008,Northeast,Control,CAT06,Toys,2026-02-16,Pre,11060.1,337
T1008,Northeast,Control,CAT06,Toys,2026-02-23,Pre,12370.44,388
T1008,Northeast,Control,CAT06,Toys,2026-03-02,Pre,11947.14,288
T1008,Northeast,Control,CAT06,Toys,2026-03-09,Pre,11188.96,390
T1008,Northeast,Control,CAT06,Toys,2026-03-16,Pre,11022.64,344
T1008,Northeast,Control,CAT06,Toys,2026-03-23,Pre,12003.16,334
T1008,Northeast,Control,CAT06,Toys,2026-03-30,Pre,11556.56,483
T1008,Northeast,Control,CAT06,Toys,2026-04-06,Post,10639.78,389
T1008,Northeast,Control,CAT06,Toys,2026-04-13,Post,11313.49,479
T1008,Northeast,Control,CAT06,Toys,2026-04-20,Post,12651.47,389
T1008,Northeast,Control,CAT06,Toys,2026-04-27,Post,12010.03,552
T1008,Northeast,Control,CAT06,Toys,2026-05-04,Post,11327.82,350
T1008,Northeast,Control,CAT06,Toys,2026-05-11,Post,10504.01,330
T1008,Northeast,Control,CAT06,Toys,2026-05-18,Post,11914.96,379
T1008,Northeast,Control,CAT06,Toys,2026-05-25,Post,11786.99,432
T1008,Northeast,Control,CAT06,Toys,2026-06-01,Post,11682.48,371
T1008,Northeast,Control,CAT06,Toys,2026-06-08,Post,12519.06,626
T1008,Northeast,Control,CAT06,Toys,2026-06-15,Post,12336.82,532
T1008,Northeast,Control,CAT06,Toys,2026-06-22,Post,10763.26,472
T1008,Northeast,Control,CAT06,Toys,2026-06-29,Post,12009.88,507
T1008,Northeast,Control,CAT07,Hardlines,2026-01-05,Pre,15518.07,372
T1008,Northeast,Control,CAT07,Hardlines,2026-01-12,Pre,16458.96,558
T1008,Northeast,Control,CAT07,Hardlines,2026-01-19,Pre,15564.21,357
T1008,Northeast,Control,CAT07,Hardlines,2026-01-26,Pre,15662.92,788
T1008,Northeast,Control,CAT07,Hardlines,2026-02-02,Pre,15086.33,337
T1008,Northeast,Control,CAT07,Hardlines,2026-02-09,Pre,17715.96,849
T1008,Northeast,Control,CAT07,Hardlines,2026-02-16,Pre,17661.66,665
T1008,Northeast,Control,CAT07,Hardlines,2026-02-23,Pre,17369.37,472
T1008,Northeast,Control,CAT07,Hardlines,2026-03-02,Pre,16818.05,615
T1008,Northeast,Control,CAT07,Hardlines,2026-03-09,Pre,15918.17,506
T1008,Northeast,Control,CAT07,Hardlines,2026-03-16,Pre,17054.49,574
T1008,Northeast,Control,CAT07,Hardlines,2026-03-23,Pre,18012.17,411
T1008,Northeast,Control,CAT07,Hardlines,2026-03-30,Pre,18052.5,562
T1008,Northeast,Control,CAT07,Hardlines,2026-04-06,Post,19501.11,972
T1008,Northeast,Control,CAT07,Hardlines,2026-04-13,Post,19362.15,994
T1008,Northeast,Control,CAT07,Hardlines,2026-04-20,Post,17958.39,573
T1008,Northeast,Control,CAT07,Hardlines,2026-04-27,Post,17435.73,856
T1008,Northeast,Control,CAT07,Hardlines,2026-05-04,Post,17107.34,507
T1008,Northeast,Control,CAT07,Hardlines,2026-05-11,Post,16300.6,581
T1008,Northeast,Control,CAT07,Hardlines,2026-05-18,Post,16815.41,702
T1008,Northeast,Control,CAT07,Hardlines,2026-05-25,Post,16186.25,361
T1008,Northeast,Control,CAT07,Hardlines,2026-06-01,Post,20586.38,463
T1008,Northeast,Control,CAT07,Hardlines,2026-06-08,Post,18773.23,930
T1008,Northeast,Control,CAT07,Hardlines,2026-06-15,Post,19282.74,789
T1008,Northeast,Control,CAT07,Hardlines,2026-06-22,Post,18196.46,884
T1008,Northeast,Control,CAT07,Hardlines,2026-06-29,Post,21741.9,800
T1008,Northeast,Control,CAT08,Softlines,2026-01-05,Pre,12286.81,329
T1008,Northeast,Control,CAT08,Softlines,2026-01-12,Pre,11917.71,290
T1008,Northeast,Control,CAT08,Softlines,2026-01-19,Pre,15631.83,480
T1008,Northeast,Control,CAT08,Softlines,2026-01-26,Pre,12178.21,388
T1008,Northeast,Control,CAT08,Softlines,2026-02-02,Pre,13241.32,592
T1008,Northeast,Control,CAT08,Softlines,2026-02-09,Pre,12907.96,513
T1008,Northeast,Control,CAT08,Softlines,2026-02-16,Pre,13953.17,323
T1008,Northeast,Control,CAT08,Softlines,2026-02-23,Pre,13329.0,400
T1008,Northeast,Control,CAT08,Softlines,2026-03-02,Pre,14321.44,578
T1008,Northeast,Control,CAT08,Softlines,2026-03-09,Pre,14590.92,716
T1008,Northeast,Control,CAT08,Softlines,2026-03-16,Pre,12417.34,517
T1008,Northeast,Control,CAT08,Softlines,2026-03-23,Pre,13110.66,494
T1008,Northeast,Control,CAT08,Softlines,2026-03-30,Pre,14630.45,370
T1008,Northeast,Control,CAT08,Softlines,2026-04-06,Post,15022.12,421
T1008,Northeast,Control,CAT08,Softlines,2026-04-13,Post,14206.39,458
T1008,Northeast,Control,CAT08,Softlines,2026-04-20,Post,14517.07,456
T1008,Northeast,Control,CAT08,Softlines,2026-04-27,Post,15570.0,441
T1008,Northeast,Control,CAT08,Softlines,2026-05-04,Post,13859.32,649
T1008,Northeast,Control,CAT08,Softlines,2026-05-11,Post,14410.78,544
T1008,Northeast,Control,CAT08,Softlines,2026-05-18,Post,15502.51,549
T1008,Northeast,Control,CAT08,Softlines,2026-05-25,Post,15631.18,522
T1008,Northeast,Control,CAT08,Softlines,2026-06-01,Post,14317.36,661
T1008,Northeast,Control,CAT08,Softlines,2026-06-08,Post,13692.05,442
T1008,Northeast,Control,CAT08,Softlines,2026-06-15,Post,14412.14,587
T1008,Northeast,Control,CAT08,Softlines,2026-06-22,Post,14558.67,389
T1008,Northeast,Control,CAT08,Softlines,2026-06-29,Post,13809.5,382
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-01-05,Pre,33207.6,822
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-01-12,Pre,38714.63,1494
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-01-19,Pre,34402.97,1200
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-01-26,Pre,33667.84,763
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-02-02,Pre,33198.52,1484
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-02-09,Pre,33353.62,1572
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-02-16,Pre,36653.51,1432
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-02-23,Pre,40554.69,952
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-03-02,Pre,37135.19,1298
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-03-09,Pre,35873.19,1223
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-03-16,Pre,38652.71,2057
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-03-23,Pre,36145.56,1017
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-03-30,Pre,33407.94,1503
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-04-06,Post,35471.43,1267
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-04-13,Post,38373.59,1018
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-04-20,Post,34992.92,1073
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-04-27,Post,34794.01,1068
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-05-04,Post,35830.86,1793
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-05-11,Post,35995.59,1736
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-05-18,Post,37279.8,918
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-05-25,Post,34733.05,1452
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-06-01,Post,40608.99,1195
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-06-08,Post,44366.26,1214
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-06-15,Post,37667.6,1450
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-06-22,Post,39907.66,1205
T1009,Midwest,Control,CAT01,Grocery & Essentials,2026-06-29,Post,41944.2,986
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-01-05,Pre,15379.67,413
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-01-12,Pre,16998.21,397
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-01-19,Pre,15108.8,566
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-01-26,Pre,16325.29,420
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-02-02,Pre,15355.75,396
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-02-09,Pre,15800.91,465
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-02-16,Pre,13800.57,519
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-02-23,Pre,14482.61,331
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-03-02,Pre,16284.65,388
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-03-09,Pre,15867.53,353
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-03-16,Pre,15205.02,475
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-03-23,Pre,16430.11,415
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-03-30,Pre,16012.82,424
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-04-06,Post,15874.5,537
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-04-13,Post,15760.45,496
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-04-20,Post,15845.48,501
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-04-27,Post,14451.1,388
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-05-04,Post,15967.14,559
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-05-11,Post,15554.34,822
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-05-18,Post,16326.11,529
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-05-25,Post,16203.79,859
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-06-01,Post,15756.64,529
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-06-08,Post,16870.32,681
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-06-15,Post,16051.03,538
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-06-22,Post,17385.84,516
T1009,Midwest,Control,CAT02,Apparel & Accessories,2026-06-29,Post,16504.79,388
T1009,Midwest,Control,CAT03,Home,2026-01-05,Pre,19840.57,657
T1009,Midwest,Control,CAT03,Home,2026-01-12,Pre,17724.2,551
T1009,Midwest,Control,CAT03,Home,2026-01-19,Pre,19154.69,464
T1009,Midwest,Control,CAT03,Home,2026-01-26,Pre,18589.66,527
T1009,Midwest,Control,CAT03,Home,2026-02-02,Pre,15852.01,855
T1009,Midwest,Control,CAT03,Home,2026-02-09,Pre,18627.77,573
T1009,Midwest,Control,CAT03,Home,2026-02-16,Pre,20783.2,472
T1009,Midwest,Control,CAT03,Home,2026-02-23,Pre,17887.15,398
T1009,Midwest,Control,CAT03,Home,2026-03-02,Pre,18415.25,468
T1009,Midwest,Control,CAT03,Home,2026-03-09,Pre,18447.71,534
T1009,Midwest,Control,CAT03,Home,2026-03-16,Pre,20361.45,571
T1009,Midwest,Control,CAT03,Home,2026-03-23,Pre,18778.23,499
T1009,Midwest,Control,CAT03,Home,2026-03-30,Pre,19325.47,523
T1009,Midwest,Control,CAT03,Home,2026-04-06,Post,17092.29,399
T1009,Midwest,Control,CAT03,Home,2026-04-13,Post,20530.05,986
T1009,Midwest,Control,CAT03,Home,2026-04-20,Post,19658.24,988
T1009,Midwest,Control,CAT03,Home,2026-04-27,Post,18017.96,892
T1009,Midwest,Control,CAT03,Home,2026-05-04,Post,17285.48,525
T1009,Midwest,Control,CAT03,Home,2026-05-11,Post,20928.5,818
T1009,Midwest,Control,CAT03,Home,2026-05-18,Post,19563.76,924
T1009,Midwest,Control,CAT03,Home,2026-05-25,Post,20181.77,888
T1009,Midwest,Control,CAT03,Home,2026-06-01,Post,22609.78,960
T1009,Midwest,Control,CAT03,Home,2026-06-08,Post,21181.85,1015
T1009,Midwest,Control,CAT03,Home,2026-06-15,Post,21966.51,575
T1009,Midwest,Control,CAT03,Home,2026-06-22,Post,20280.86,876
T1009,Midwest,Control,CAT03,Home,2026-06-29,Post,21106.59,700
T1009,Midwest,Control,CAT04,Electronics,2026-01-05,Pre,13072.56,354
T1009,Midwest,Control,CAT04,Electronics,2026-01-12,Pre,12102.07,401
T1009,Midwest,Control,CAT04,Electronics,2026-01-19,Pre,13556.95,406
T1009,Midwest,Control,CAT04,Electronics,2026-01-26,Pre,12087.17,332
T1009,Midwest,Control,CAT04,Electronics,2026-02-02,Pre,13447.84,303
T1009,Midwest,Control,CAT04,Electronics,2026-02-09,Pre,13162.84,574
T1009,Midwest,Control,CAT04,Electronics,2026-02-16,Pre,12812.9,474
T1009,Midwest,Control,CAT04,Electronics,2026-02-23,Pre,12667.19,530
T1009,Midwest,Control,CAT04,Electronics,2026-03-02,Pre,12104.42,353
T1009,Midwest,Control,CAT04,Electronics,2026-03-09,Pre,12343.75,373
T1009,Midwest,Control,CAT04,Electronics,2026-03-16,Pre,13028.61,293
T1009,Midwest,Control,CAT04,Electronics,2026-03-23,Pre,12583.9,333
T1009,Midwest,Control,CAT04,Electronics,2026-03-30,Pre,13380.96,675
T1009,Midwest,Control,CAT04,Electronics,2026-04-06,Post,13528.15,476
T1009,Midwest,Control,CAT04,Electronics,2026-04-13,Post,16510.04,462
T1009,Midwest,Control,CAT04,Electronics,2026-04-20,Post,12990.21,321
T1009,Midwest,Control,CAT04,Electronics,2026-04-27,Post,11669.75,367
T1009,Midwest,Control,CAT04,Electronics,2026-05-04,Post,15323.78,610
T1009,Midwest,Control,CAT04,Electronics,2026-05-11,Post,11859.28,638
T1009,Midwest,Control,CAT04,Electronics,2026-05-18,Post,14926.56,376
T1009,Midwest,Control,CAT04,Electronics,2026-05-25,Post,12799.15,580
T1009,Midwest,Control,CAT04,Electronics,2026-06-01,Post,13113.24,405
T1009,Midwest,Control,CAT04,Electronics,2026-06-08,Post,14981.49,752
T1009,Midwest,Control,CAT04,Electronics,2026-06-15,Post,14187.55,464
T1009,Midwest,Control,CAT04,Electronics,2026-06-22,Post,12516.35,490
T1009,Midwest,Control,CAT04,Electronics,2026-06-29,Post,12545.02,298
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-01-05,Pre,10286.74,256
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-01-12,Pre,9387.53,295
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-01-19,Pre,10510.82,262
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-01-26,Pre,10626.31,276
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-02-02,Pre,9698.92,234
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-02-09,Pre,9906.34,517
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-02-16,Pre,10557.06,256
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-02-23,Pre,9784.86,265
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-03-02,Pre,10452.24,378
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-03-09,Pre,12155.69,565
T1009,Midwest,Control,CAT05,Beauty & Personal Care,2026-03-16,Pre,10757.0,484
